author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051274/;Санкт-Петербург;sale;flat;9;25;2;50.35;9114484;Выборгский;Парнас;Парнас;Северная Долина ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/267731270/;Санкт-Петербург;sale;flat;1;17;2;53.3;9178261;Приморский;Ивинская;Зенит;Юнтолово
;https://spb.cian.ru/sale/flat/292788658/;Санкт-Петербург;sale;flat;1;4;2;51.56;9200041;Пушкинский;Детскосельский тер.;Шушары;Univer City. Город возможностей
Самолет;https://spb.cian.ru/sale/flat/287034478/;Санкт-Петербург;sale;flat;1;8;2;51.03;9220349;Колпинский;;Шушары;Астрид ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051286/;Санкт-Петербург;sale;flat;4;25;2;59.6;9220121;Выборгский;Шишкина;Парнас;Северная долина
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051283/;Санкт-Петербург;sale;flat;6;25;2;59.4;9201061;Выборгский;Шишкина;Парнас;Северная долина
КВС;https://spb.cian.ru/sale/flat/292909292/;Санкт-Петербург;sale;flat;2;6;2;54.0;9200000;Курортный;Приморское шоссе;Беговая;
;https://spb.cian.ru/sale/flat/292781664/;Санкт-Петербург;sale;flat;6;13;2;52.5;9303525;Невский;Варфоломеевская;Ломоносовская;Апарт-отель Начало
Колвэй;https://spb.cian.ru/sale/flat/288967078/;Санкт-Петербург;sale;flat;12;21;2;59.1;9300000;Красносельский;Южно-Приморский;Ленинский проспект;Южный
ГлавстройСПб;https://spb.cian.ru/sale/flat/288246652/;Санкт-Петербург;sale;flat;2;25;2;54.97;9331982;Выборгский;Заречная;Проспект Просвещения;Северная долина
ГлавстройСПб;https://spb.cian.ru/sale/flat/292053242/;Санкт-Петербург;sale;flat;19;25;2;54.43;9292018;Выборгский;Заречная;Проспект Просвещения;Северная долина
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051223/;Санкт-Петербург;sale;flat;25;25;2;55.5;9327053;Выборгский;Заречная;Проспект Просвещения;Северная долина
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051241/;Санкт-Петербург;sale;flat;23;25;2;55.79;9312188;Выборгский;Заречная;Парнас;Северная долина
КВС;https://spb.cian.ru/sale/flat/292309984/;Санкт-Петербург;sale;flat;1;5;2;60.01;9348912;Пушкинский;;Звездная;ЮгТаун ЖК
;https://spb.cian.ru/sale/flat/291645784/;Санкт-Петербург;sale;flat;4;13;2;47.43;9260470;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
City Solutions;https://spb.cian.ru/sale/flat/292760215/;Санкт-Петербург;sale;flat;6;6;2;34.7;9344502;Адмиралтейский;Измайловское;Балтийская;
;https://spb.cian.ru/sale/flat/292546336/;Санкт-Петербург;sale;flat;2;4;2;47.36;9250000;Курортный;;Беговая;Лисино
Группа Эталон;https://spb.cian.ru/sale/flat/285018508/;Санкт-Петербург;sale;flat;5;12;2;60.8;9289200;Пушкинский;;Звездная;Монография ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/285018402/;Санкт-Петербург;sale;flat;2;12;2;63.0;9253791;Пушкинский;;Звездная;Монография ЖК
;https://spb.cian.ru/sale/flat/292413437/;Санкт-Петербург;sale;flat;1;6;2;66.7;9338000;Курортный;Строителей;;Granholm Village
Игорь Лапченко;https://spb.cian.ru/sale/flat/292909132/;Санкт-Петербург;sale;flat;5;9;2;50.0;9300000;Красносельский;Урицк;Проспект Ветеранов;
;https://spb.cian.ru/sale/flat/292577560/;Санкт-Петербург;sale;flat;2;25;2;49.64;9428275;Приморский;Коломяги;Проспект Просвещения;Френдс ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286945127/;Санкт-Петербург;sale;flat;2;12;2;61.89;9407280;Пушкинский;;Купчино;Аэросити 3 ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/291977894/;Санкт-Петербург;sale;flat;4;12;2;60.72;9411600;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
;https://spb.cian.ru/sale/flat/292546330/;Санкт-Петербург;sale;flat;2;4;2;48.23;9437000;Курортный;;Беговая;Лисино
Группа Эталон;https://spb.cian.ru/sale/flat/285018806/;Санкт-Петербург;sale;flat;2;12;2;63.5;9411207;Пушкинский;;Звездная;Монография ЖК
;https://spb.cian.ru/sale/flat/292577561/;Санкт-Петербург;sale;flat;2;25;2;52.23;9513054;Приморский;Коломяги;Проспект Просвещения;Френдс ЖК
VEREN GROUP;https://spb.cian.ru/sale/flat/285685225/;Санкт-Петербург;sale;flat;1;3;2;41.4;9522000;Петродворцовый;Красносельское шоссе;Проспект Ветеранов;Veren Village Стрельна
Лидер Групп;https://spb.cian.ru/sale/flat/291013066/;Санкт-Петербург;sale;flat;12;12;2;60.5;9498500;Пушкинский;;Купчино;Аэросити 3 ЖК
;https://spb.cian.ru/sale/flat/292781700/;Санкт-Петербург;sale;flat;10;13;2;52.4;9545184;Невский;Варфоломеевская;Ломоносовская;Апарт-отель Начало
GloraX;https://spb.cian.ru/sale/flat/291702698/;Санкт-Петербург;sale;flat;2;15;2;62.32;9539999;Выборгский;Пригородный тер.;Проспект Просвещения;GloraX Парголово
Адмирал;https://spb.cian.ru/sale/flat/292457431/;Санкт-Петербург;sale;flat;14;14;2;53.4;9500000;Красносельский;Южно-Приморский;Ленинский проспект;
КВС;https://spb.cian.ru/sale/flat/292309858/;Санкт-Петербург;sale;flat;1;5;2;61.0;9528441;Пушкинский;;Звездная;ЮгТаун ЖК
ФСК;https://spb.cian.ru/sale/flat/292930201/;Санкт-Петербург;sale;flat;12;14;2;66.23;9519006;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
;https://spb.cian.ru/sale/flat/292413486/;Санкт-Петербург;sale;flat;1;6;2;68.1;9534000;Курортный;Строителей;;Granholm Village
;https://spb.cian.ru/sale/flat/292577643/;Санкт-Петербург;sale;flat;9;25;2;49.46;9602809;Приморский;Коломяги;Проспект Просвещения;Френдс ЖК
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/289123043/;Санкт-Петербург;sale;flat;2;12;2;52.9;9570000;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город
КВС;https://spb.cian.ru/sale/flat/292309644/;Санкт-Петербург;sale;flat;2;5;2;59.39;9606125;Пушкинский;;Звездная;ЮгТаун ЖК
ФСК;https://spb.cian.ru/sale/flat/291632515/;Санкт-Петербург;sale;flat;2;14;2;73.52;9607520;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
;https://spb.cian.ru/sale/flat/291645923/;Санкт-Петербург;sale;flat;10;13;2;47.7;9637546;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
;https://spb.cian.ru/sale/flat/292413464/;Санкт-Петербург;sale;flat;5;6;2;68.9;9646000;Курортный;Строителей;;Granholm Village
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/289084457/;Санкт-Петербург;sale;flat;1;5;2;56.0;9700000;Невский;Невская застава;Елизаровская;
Владис Северо-Запад;https://spb.cian.ru/sale/flat/291724250/;Санкт-Петербург;sale;flat;2;5;2;42.0;9650000;Московский;Бассейная;Парк Победы;
Ленстройтрест;https://spb.cian.ru/sale/flat/290948645/;Санкт-Петербург;sale;flat;1;5;2;54.4;9726720;Колпинский;Понтонная;Рыбацкое;Юттери
ГлавстройСПб;https://spb.cian.ru/sale/flat/283426742/;Санкт-Петербург;sale;flat;2;25;2;61.01;9696625;Выборгский;Парнас;Парнас;Северная Долина ЖК
;https://spb.cian.ru/sale/flat/292801542/;Санкт-Петербург;sale;flat;4;15;2;52.4;9738000;Невский;Крыленко;Улица Дыбенко;WINGS апартаменты на Крыленко
ID 15605112;https://spb.cian.ru/sale/flat/291274409/;Санкт-Петербург;sale;flat;1;5;2;48.0;9700000;Приморский;Лисичанская;Черная речка;
Владис Северо-Запад;https://spb.cian.ru/sale/flat/292938455/;Санкт-Петербург;sale;flat;8;9;2;44.0;9800000;Калининский;Прометей;Академическая;
ЦДС;https://spb.cian.ru/sale/flat/292917645/;Санкт-Петербург;sale;flat;9;24;2;49.1;9802979;Невский;Русановская;Обухово;ЦДС Приневский
КВС;https://spb.cian.ru/sale/flat/279689400/;Санкт-Петербург;sale;flat;1;5;2;57.6;9795750;Пушкинский;Пулковское тер.;Звездная;ЮгТаун. Олимпийские кварталы
Шельф;https://spb.cian.ru/sale/flat/268906051/;Санкт-Петербург;sale;flat;13;26;2;58.5;9945000;Пушкинский;проспект Новгородский;Шушары;Simple
;https://spb.cian.ru/sale/flat/292027051/;Санкт-Петербург;sale;flat;1;5;2;53.91;9850540;Московский;Пулковский меридиан;Звездная;Парадный ансамбль
КВС;https://spb.cian.ru/sale/flat/284294637/;Санкт-Петербург;sale;flat;2;5;2;57.1;9922000;Пушкинский;Пулковское тер.;Звездная;ЮгТаун. Олимпийские кварталы
Агентство недвижимости Марии Тарасовой;https://spb.cian.ru/sale/flat/292290328/;Санкт-Петербург;sale;flat;3;9;2;44.0;9850000;Приморский;Торжковская;Пионерская;
;https://spb.cian.ru/sale/flat/292845285/;Санкт-Петербург;sale;flat;12;12;2;51.78;9924880;Пушкинский;;Шушары;Чкалов ЖК
;https://spb.cian.ru/sale/flat/292426039/;Санкт-Петербург;sale;flat;2;10;2;45.0;10035360;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
;https://spb.cian.ru/sale/flat/292077088/;Санкт-Петербург;sale;flat;1;5;2;54.14;10000480;Московский;Пулковский меридиан;Звездная;Парадный ансамбль ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/287818232/;Санкт-Петербург;sale;flat;4;5;2;51.95;10047130;Колпинский;Понтонная;Рыбацкое;Юттери
ФСК;https://spb.cian.ru/sale/flat/291632582/;Санкт-Петербург;sale;flat;4;14;2;73.16;9995777;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
;https://spb.cian.ru/sale/flat/292413374/;Санкт-Петербург;sale;flat;1;6;2;71.1;9954000;Курортный;Строителей;;Granholm Village
;https://spb.cian.ru/sale/flat/292227577/;Санкт-Петербург;sale;flat;5;12;2;54.51;10038398;Пушкинский;;Шушары;Чкалов ЖК
ID 57850320;https://spb.cian.ru/sale/flat/269867217/;Санкт-Петербург;sale;flat;18;19;2;61.2;10000000;Приморский;Парашютная;Пионерская;Каменка
ЦДС;https://spb.cian.ru/sale/flat/292943026/;Санкт-Петербург;sale;flat;1;16;2;44.69;10060887;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
ЦДС;https://spb.cian.ru/sale/flat/292942716/;Санкт-Петербург;sale;flat;1;16;2;40.22;10093103;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
